run_id,evidence_identity,task_id,base_graph_id,base_instance_id,size_stratum,stress_level,n_edges,dilution_score,feasible_state_fraction,objective_id,objective_name,objective_definition,objective_role,objective_start,objective_final,objective_improvement,mean_energy,expected_routing_component,expected_flow_penalty,expected_resource_penalty,expected_total_penalty,p_feas,p_opt,p_opt_given_feasible,feasibility_amplification,log_feasibility_gain,expected_route_cost_given_feasible,cvar_alpha,cvar_value,cvar_cutoff_energy,cvar_tail_fully_feasible,cvar_tail_feasible_mass,cvar_fractional_cutoff_mass,penalty_bound_lower_margin,penalty_bound_upper_margin,penalty_bound_pass,state_norm,depth,optimizer,eval_budget,source_p2_seed,source_p2_objective_final,initialization_rule,initial_parameters,terminal_parameters,best_evaluated_parameters,nfev,tracked_optimizer_evaluations,total_objective_evaluations,runtime_s,terminal_objective,best_evaluated_objective,optimizer_status,optimizer_message,scipy_success,numerically_valid,execution_status,failure_reason,historical_reuse,historical_source_path,historical_source_run_id,config_sha256,source_results_sha256,ansatz_cost_phase_hamiltonian,raw_statevector_persisted,peak_memory_mb
objective-run-113bdcd2c5c9cbcb86b9,PHASE1_2_OBJECTIVE_ALIGNMENT_AND_FEASIBILITY_CAPACITY_DIAGNOSTIC,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,7,2.1072099696478683,0.0078125,O0,MEAN_ENERGY,E_theta[H_C],HISTORICAL_MEAN_ENERGY_BASELINE,1.5859170053675018,1.564602864759968,0.0213141406075336,1.564602864759968,0.0658986948844682,1.0062696697227642,0.4924345001527356,1.4987041698755,0.0997230459935713,0.0997230459935713,1.0,12.764549887177132,1.1060055050030368,4.0,0.1,0.0262222175606769,1.0943374875644152,False,0.0997230459935713,0.0002769540064286,0.5984272158690711,2.102403646150215,True,1.0,3,COBYLA,240,3301,1.5859170053675018,minimum_frozen_p2_objective_final_then_append_zero_gamma3_beta3,"[2.7723638353221602, 3.568660695598161, 0.0, 3.0688492111878953, -0.4992284504091515, 0.0]","[2.660851691179496, 3.4913362719296943, 0.5237116484485305, 3.0571436018557976, -0.40379786288929637, -0.12345250117005166]","[2.660851691179496, 3.4913362719296943, 0.5237116484485305, 3.0571436018557976, -0.40379786288929637, -0.12345250117005166]",240,240,241,0.6208354234695435,1.564602864759968,1.564602864759968,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,False,True,SUCCESS,,True,results/phase1_1_optimization_diagnostic/p3_budget_scaling.csv,diag-run-caef85823bd3ba1436e2,5ed3034be5800fc501893bfcd05423aa5bc6cd01c88acc190d885cfd8bf202e8,bc0c3beeae21d5c1ff6d7feb5d6398a497f53f2e11df68b8435eae8d14e546bb,normalized_mean_energy_H_C,False,
objective-run-d8208e362f8bb90f4f5f,PHASE1_2_OBJECTIVE_ALIGNMENT_AND_FEASIBILITY_CAPACITY_DIAGNOSTIC,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,7,2.1072099696478683,0.0078125,O1,EXPECTED_PENALTY,E_theta[P_flow + P_resource],FEASIBILITY_ALIGNED_MECHANISTIC_OBJECTIVE_CONTROL,1.5198130451380818,1.5006538596756531,0.0191591854624286,1.567346717073283,0.06669285739763,0.9955137553072652,0.505140104368388,1.5006538596756531,0.0998113019968593,0.0998113019968593,1.0,12.775846655597991,1.10638969046392,4.0,0.1,0.0252769236835978,1.0943374875644152,False,0.0998113019968593,0.0001886980031406,0.600465161672513,2.100100932336909,True,1.0,3,COBYLA,240,3301,1.5859170053675018,minimum_frozen_p2_objective_final_then_append_zero_gamma3_beta3,"[2.7723638353221602, 3.568660695598161, 0.0, 3.0688492111878953, -0.4992284504091515, 0.0]","[2.654569243524453, 3.5748991759679267, -0.3581762257039463, 3.043597997581926, -0.6453012184804816, 0.1775564747118912]","[2.654569243524453, 3.5748991759679267, -0.3581762257039463, 3.043597997581926, -0.6453012184804816, 0.1775564747118912]",240,240,241,1.1252701878547668,1.5006538596756531,1.5006538596756531,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,False,True,SUCCESS,,False,,,5ed3034be5800fc501893bfcd05423aa5bc6cd01c88acc190d885cfd8bf202e8,,normalized_mean_energy_H_C,False,123.66796875
objective-run-a272fbab81febace160d,PHASE1_2_OBJECTIVE_ALIGNMENT_AND_FEASIBILITY_CAPACITY_DIAGNOSTIC,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,7,2.1072099696478683,0.0078125,O2,EXACT_FEASIBILITY_CONTROL,1 - P_feas(theta),STATEVECTOR_MECHANISTIC_CONTROL,0.9044683435422316,0.8674183906846398,0.0370499528575917,1.7184276176903412,0.075424980031838,1.0142027259826194,0.6287999116758837,1.643002637658503,0.1325816093153602,0.1325816093153602,1.0,16.97044599236611,1.2296932559581228,4.0,0.1,0.0232558139534883,0.0232558139534883,True,0.1,0.1,0.7755842469738627,1.8266709250800568,True,1.0000000000000004,3,COBYLA,240,3301,1.5859170053675018,minimum_frozen_p2_objective_final_then_append_zero_gamma3_beta3,"[2.7723638353221602, 3.568660695598161, 0.0, 3.0688492111878953, -0.4992284504091515, 0.0]","[3.2409449111453132, 3.073241756505673, -0.6850410690170831, 2.888572901222339, -0.4442441287599981, 0.17022686810763554]","[3.2409449111453132, 3.073241756505673, -0.6850410690170831, 2.888572901222339, -0.4442441287599981, 0.17022686810763554]",240,240,241,1.1662461729720237,0.8674183906846398,0.8674183906846398,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,False,True,SUCCESS,,False,,,5ed3034be5800fc501893bfcd05423aa5bc6cd01c88acc190d885cfd8bf202e8,,normalized_mean_energy_H_C,False,123.3125
objective-run-9eb5aefb53de2735269e,PHASE1_2_OBJECTIVE_ALIGNMENT_AND_FEASIBILITY_CAPACITY_DIAGNOSTIC,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,7,2.1072099696478683,0.0078125,O3,CVAR_ENERGY,exact_weighted_lowest_energy_CVaR_alpha_0.10,EXACT_DISTRIBUTIONAL_ENERGY_CONTROL,0.0711154227483071,0.0232558139534883,0.0478596087948187,1.6368082375047612,0.0697852276987829,0.992992648274521,0.5740303615314573,1.5670230098059783,0.1005090369008199,0.1005090369008199,1.0,12.865156723304956,1.109415081152813,4.0,0.1,0.0232558139534883,0.0232558139534883,True,0.1,0.1,0.6675320467068011,2.0309408425907387,True,0.9999999999999982,3,COBYLA,240,3301,1.5859170053675018,minimum_frozen_p2_objective_final_then_append_zero_gamma3_beta3,"[2.7723638353221602, 3.568660695598161, 0.0, 3.0688492111878953, -0.4992284504091515, 0.0]","[2.769060588290222, 3.5302182472932775, 0.5304331182335383, 3.024125073356583, -0.4225954335488902, 0.022748356453668118]","[2.769060588290222, 3.5302182472932775, 0.5304331182335383, 3.024125073356583, -0.4225954335488902, 0.022748356453668118]",38,38,39,0.2198285860940814,0.0232558139534883,0.0232558139534883,0,Return from COBYLA because the trust region radius reaches its lower bound.,True,True,SUCCESS,,False,,,5ed3034be5800fc501893bfcd05423aa5bc6cd01c88acc190d885cfd8bf202e8,,normalized_mean_energy_H_C,False,123.15625
objective-run-e603f25baa3db5bb6b85,PHASE1_2_OBJECTIVE_ALIGNMENT_AND_FEASIBILITY_CAPACITY_DIAGNOSTIC,task-v2-d7382a83ef13,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D2,7,1.806179973983887,0.015625,O0,MEAN_ENERGY,E_theta[H_C],HISTORICAL_MEAN_ENERGY_BASELINE,1.4805575381283131,1.3511155951615004,0.1294419429668127,1.3511155951615006,0.0563572713213468,0.972361326715482,0.3223969971246715,1.2947583238401537,0.2052811670564627,0.1182081460887929,0.5758353178900221,13.137994691613615,1.118529082055763,9.938305549539692,0.1,0.0232558139534883,0.0232558139534883,True,0.1,0.1,0.5000394908966157,1.884117007933996,True,1.0000000000000004,3,COBYLA,240,2207,1.4805575381283131,minimum_frozen_p2_objective_final_then_append_zero_gamma3_beta3,"[4.8842099188213615, 6.738175990251219, 0.0, 2.4882356625947186, -0.32227751464685306, 0.0]","[5.863041846165946, 6.769714497826122, -0.34948122400143655, 2.5101701878653713, -0.49746904074694986, 0.2541214451313107]","[5.863041846165946, 6.769714497826122, -0.34948122400143655, 2.5101701878653713, -0.49746904074694986, 0.2541214451313107]",240,240,241,0.6004927596077323,1.3511155951615004,1.3511155951615004,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,False,True,SUCCESS,,True,results/phase1_1_optimization_diagnostic/p3_budget_scaling.csv,diag-run-dbbdfb52cdffc2535dbb,5ed3034be5800fc501893bfcd05423aa5bc6cd01c88acc190d885cfd8bf202e8,bc0c3beeae21d5c1ff6d7feb5d6398a497f53f2e11df68b8435eae8d14e546bb,normalized_mean_energy_H_C,False,
objective-run-5c182c6d4821770e3beb,PHASE1_2_OBJECTIVE_ALIGNMENT_AND_FEASIBILITY_CAPACITY_DIAGNOSTIC,task-v2-d7382a83ef13,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D2,7,1.806179973983887,0.015625,O1,EXPECTED_PENALTY,E_theta[P_flow + P_resource],FEASIBILITY_ALIGNED_MECHANISTIC_OBJECTIVE_CONTROL,1.4173948901185955,1.2946808376587784,0.1227140524598171,1.3517703702425174,0.057089532583739,0.962310866637906,0.3323699710208723,1.2946808376587784,0.2093414506181197,0.1192740380811751,0.5697583432664493,13.397852839559665,1.1270352032417523,10.02338319426971,0.1,0.0232558139534883,0.0232558139534883,True,0.1,0.1,0.5040222882769012,1.8679533598687383,True,0.999999999999998,3,COBYLA,240,2207,1.4805575381283131,minimum_frozen_p2_objective_final_then_append_zero_gamma3_beta3,"[4.8842099188213615, 6.738175990251219, 0.0, 2.4882356625947186, -0.32227751464685306, 0.0]","[5.95504136967061, 6.813967866381134, -0.30648804951535746, 2.5235984007446346, -0.4762298199026301, 0.2393199846805939]","[5.95504136967061, 6.813967866381134, -0.30648804951535746, 2.5235984007446346, -0.4762298199026301, 0.2393199846805939]",240,240,241,0.7473506294190884,1.2946808376587784,1.2946808376587784,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,False,True,SUCCESS,,False,,,5ed3034be5800fc501893bfcd05423aa5bc6cd01c88acc190d885cfd8bf202e8,,normalized_mean_energy_H_C,False,230.4375
objective-run-f928b883564756fcd4e4,PHASE1_2_OBJECTIVE_ALIGNMENT_AND_FEASIBILITY_CAPACITY_DIAGNOSTIC,task-v2-d7382a83ef13,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D2,7,1.806179973983887,0.015625,O2,EXACT_FEASIBILITY_CONTROL,1 - P_feas(theta),STATEVECTOR_MECHANISTIC_CONTROL,0.849156045476535,0.8096701509657277,0.0394858945108073,1.4004370252916023,0.062382988830813,0.9904508122758476,0.3476032241849417,1.3380540364607891,0.1903298490342723,0.1108139775452902,0.582220697949149,12.18111033819343,1.0856868771123165,9.848910228711912,0.1,0.0232558139534883,0.0232558139534883,True,0.1,0.1,0.528383885495062,1.9006265674021208,True,0.9999999999999998,3,COBYLA,240,2207,1.4805575381283131,minimum_frozen_p2_objective_final_then_append_zero_gamma3_beta3,"[4.8842099188213615, 6.738175990251219, 0.0, 2.4882356625947186, -0.32227751464685306, 0.0]","[5.093172365977921, 6.466171144889405, -0.5773256269705275, 2.490652688573617, -0.4764031543536911, 0.2458444454240871]","[5.093172365977921, 6.466171144889405, -0.5773256269705275, 2.490652688573617, -0.4764031543536911, 0.2458444454240871]",240,240,241,0.7561656180769205,0.8096701509657277,0.8096701509657277,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,False,True,SUCCESS,,False,,,5ed3034be5800fc501893bfcd05423aa5bc6cd01c88acc190d885cfd8bf202e8,,normalized_mean_energy_H_C,False,230.40234375
objective-run-551af2c864e43ba7b576,PHASE1_2_OBJECTIVE_ALIGNMENT_AND_FEASIBILITY_CAPACITY_DIAGNOSTIC,task-v2-d7382a83ef13,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D2,7,1.806179973983887,0.015625,O3,CVAR_ENERGY,exact_weighted_lowest_energy_CVaR_alpha_0.10,EXACT_DISTRIBUTIONAL_ENERGY_CONTROL,0.0284891626274306,0.0232558139534883,0.0052333486739422,1.4901435059296144,0.0659871519747305,1.0317757193749602,0.3923806345799237,1.4241563539548838,0.1525829334476858,0.1005240038359168,0.6588155147140503,9.765307740651895,0.9896859340510162,8.776582794003295,0.1,0.0232558139534883,0.0232558139534883,True,0.1,0.1,0.576739287402569,1.9655119122543736,True,1.0000000000000004,3,COBYLA,240,2207,1.4805575381283131,minimum_frozen_p2_objective_final_then_append_zero_gamma3_beta3,"[4.8842099188213615, 6.738175990251219, 0.0, 2.4882356625947186, -0.32227751464685306, 0.0]","[4.836743105923118, 6.623246839052828, -0.020419164537160882, 2.5187731025304503, -0.333204056808858, 0.061159639788524685]","[4.836743105923118, 6.623246839052828, -0.020419164537160882, 2.5187731025304503, -0.333204056808858, 0.061159639788524685]",39,39,40,0.1360636204481125,0.0232558139534883,0.0232558139534883,0,Return from COBYLA because the trust region radius reaches its lower bound.,True,True,SUCCESS,,False,,,5ed3034be5800fc501893bfcd05423aa5bc6cd01c88acc190d885cfd8bf202e8,,normalized_mean_energy_H_C,False,230.63671875
objective-run-d2817bd597a1ac455436,PHASE1_2_OBJECTIVE_ALIGNMENT_AND_FEASIBILITY_CAPACITY_DIAGNOSTIC,task-v2-ce7fc44fc7b5,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D3,7,1.630088714928206,0.0234375,O0,MEAN_ENERGY,E_theta[H_C],HISTORICAL_MEAN_ENERGY_BASELINE,1.261482475324296,1.2599712440211557,0.0015112313031404,1.2599712440211557,0.0759398744295814,0.9203609606896124,0.2636704089019616,1.184031369591574,0.2976010907628769,0.1162579880527167,0.3906504097639511,12.697646539216082,1.1037232335743266,11.28247118105827,0.1,0.0232558139534883,0.0232558139534883,True,0.1,0.1,0.4816324603544519,1.6255642673569164,True,0.9999999999999994,3,COBYLA,240,2207,1.261482475324296,minimum_frozen_p2_objective_final_then_append_zero_gamma3_beta3,"[6.057428853187273, 4.377771129103387, 0.0, 2.7001753060835285, 0.12927775915703282, 0.0]","[6.122137130927386, 4.357334398315218, 0.019913452078069774, 2.701885104928857, 0.13702846227192517, -0.014850469041828527]","[6.122137130927386, 4.357334398315218, 0.019913452078069774, 2.701885104928857, 0.13702846227192517, -0.014850469041828527]",240,240,241,0.6284830691292882,1.2599712440211557,1.2599712440211557,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,False,True,SUCCESS,,True,results/phase1_1_optimization_diagnostic/p3_budget_scaling.csv,diag-run-da76429541431d330dcc,5ed3034be5800fc501893bfcd05423aa5bc6cd01c88acc190d885cfd8bf202e8,bc0c3beeae21d5c1ff6d7feb5d6398a497f53f2e11df68b8435eae8d14e546bb,normalized_mean_energy_H_C,False,
objective-run-41bff35e473d52fce28c,PHASE1_2_OBJECTIVE_ALIGNMENT_AND_FEASIBILITY_CAPACITY_DIAGNOSTIC,task-v2-ce7fc44fc7b5,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D3,7,1.630088714928206,0.0234375,O1,EXPECTED_PENALTY,E_theta[P_flow + P_resource],FEASIBILITY_ALIGNED_MECHANISTIC_OBJECTIVE_CONTROL,1.1851255485598535,1.184030182800668,0.0010953657591858,1.2602670467268866,0.0762368639262186,0.919460691242543,0.2645694915581248,1.184030182800668,0.2987004009338344,0.1161456449545215,0.3888365887404655,12.744550439843602,1.1053245204691773,11.30718677925575,0.1,0.0232558139534883,0.0232558139534883,True,0.1,0.1,0.4827305837345017,1.621168213463995,True,1.0000000000000004,3,COBYLA,240,2207,1.261482475324296,minimum_frozen_p2_objective_final_then_append_zero_gamma3_beta3,"[6.057428853187273, 4.377771129103387, 0.0, 2.7001753060835285, 0.12927775915703282, 0.0]","[6.112545939538081, 4.34861049369313, -0.0001879479891375301, 2.7053053790750328, 0.12793823893107317, -0.0009063294528164969]","[6.112545939538081, 4.34861049369313, -0.0001879479891375301, 2.7053053790750328, 0.12793823893107317, -0.0009063294528164969]",240,240,241,0.7320743845775723,1.184030182800668,1.184030182800668,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,False,True,SUCCESS,,False,,,5ed3034be5800fc501893bfcd05423aa5bc6cd01c88acc190d885cfd8bf202e8,,normalized_mean_energy_H_C,False,230.41796875
objective-run-9bd3b09abc48bad03b86,PHASE1_2_OBJECTIVE_ALIGNMENT_AND_FEASIBILITY_CAPACITY_DIAGNOSTIC,task-v2-ce7fc44fc7b5,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D3,7,1.630088714928206,0.0234375,O2,EXACT_FEASIBILITY_CONTROL,1 - P_feas(theta),STATEVECTOR_MECHANISTIC_CONTROL,0.702657053097428,0.6836925232656654,0.0189645298317625,1.2534538735486866,0.0778442465165762,0.902586168743948,0.2730234582881625,1.1756096270321104,0.3163074767343345,0.1187803891146161,0.3755219141227552,13.495785673998272,1.1301981726235273,11.491860704890492,0.1,0.0232558139534883,0.0232558139534883,True,0.1,0.1,0.491917103766447,1.5591604660305485,True,0.9999999999999988,3,COBYLA,240,2207,1.261482475324296,minimum_frozen_p2_objective_final_then_append_zero_gamma3_beta3,"[6.057428853187273, 4.377771129103387, 0.0, 2.7001753060835285, 0.12927775915703282, 0.0]","[6.1993654348516705, 4.298032555604266, 0.2310822461713466, 2.7377276389292478, 0.35386415017569905, -0.20463038912962878]","[6.1993654348516705, 4.298032555604266, 0.2310822461713466, 2.7377276389292478, 0.35386415017569905, -0.20463038912962878]",240,240,241,0.7219799365848303,0.6836925232656654,0.6836925232656654,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,False,True,SUCCESS,,False,,,5ed3034be5800fc501893bfcd05423aa5bc6cd01c88acc190d885cfd8bf202e8,,normalized_mean_energy_H_C,False,230.69921875
objective-run-4f07e3fac302b366bf4a,PHASE1_2_OBJECTIVE_ALIGNMENT_AND_FEASIBILITY_CAPACITY_DIAGNOSTIC,task-v2-ce7fc44fc7b5,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D3,7,1.630088714928206,0.0234375,O3,CVAR_ENERGY,exact_weighted_lowest_energy_CVaR_alpha_0.10,EXACT_DISTRIBUTIONAL_ENERGY_CONTROL,0.0232558139534883,0.0232558139534883,0.0,1.344857319470108,0.0757999294157822,0.9705365468279712,0.2985208432263546,1.2690573900543258,0.2604066546367299,0.102376144165154,0.3931395083123736,11.110683931167143,1.0457407932693794,11.194934361472653,0.1,0.0232558139534883,0.0232558139534883,True,0.1,0.1,0.5294640446910557,1.6893159913987548,True,1.0,3,COBYLA,240,2207,1.261482475324296,minimum_frozen_p2_objective_final_then_append_zero_gamma3_beta3,"[6.057428853187273, 4.377771129103387, 0.0, 2.7001753060835285, 0.12927775915703282, 0.0]","[6.557428853187273, 4.377771129103387, 0.0, 2.7001753060835285, 0.12927775915703282, 0.0]","[6.057428853187273, 4.377771129103387, 0.0, 2.7001753060835285, 0.12927775915703282, 0.0]",22,22,23,0.0695113381370902,0.0232558139534883,0.0232558139534883,0,Return from COBYLA because the trust region radius reaches its lower bound.,True,True,SUCCESS,,False,,,5ed3034be5800fc501893bfcd05423aa5bc6cd01c88acc190d885cfd8bf202e8,,normalized_mean_energy_H_C,False,230.51171875
